,Die Verurteilten,Der Pate,Dominion,Mosul,Der Pate 2,The Dark Knight,Schindlers Liste,Pulp Fiction,Berg II,Die zwölf Geschworenen,Der Herr der Ringe: Die Rückkehr des Königs,Inception,Forrest Gump,Zwei glorreiche Halunken,Der Herr der Ringe: Die Gefährten,Fight Club,Earthlings,Einer flog über das Kuckucksnest,Matrix,Der Herr der Ringe: Die zwei Türme,Parasite,Die sieben Samurai,Ist das Leben nicht schön?,Das Leben ist schön,Das Schweigen der Lämmer,Der Soldat James Ryan,Chihiros Reise ins Zauberland,City of God,The Green Mile,Für Sama,Interstellar,Joker,Die besten Jahre,Moderne Zeiten,Lichter der Großstadt,Gladiator,Léon: Der Profi,Whiplash,Ziemlich beste Freunde,Spiel mir das Lied vom Tod,Der König der Löwen,Prestige - Die Meister der Magie,Der Pianist,Avengers: Infinity War,Senna - Genie.Draufgänger.Legende,American History X,Das Salz der Erde,Zurück in die Zukunft,Der große Diktator,1917,Die letzten Glühwürmchen,Samsara,Ayla,Terminator 2: Tag der Abrechnung,Die Bucht,Django Unchained,Mrtav 'ladan,Lebe Deine Träume,Apocalypse Now,Kinder des Olymp,Boulevard der Dämmerung,Your Name.,Memento,Zeugin der Anklage,Oldboy,Der Mann mit der Kamera,Wege zum Ruhm,Es war einmal in Amerika,Prinzessin Mononoke,Das Leben der Anderen,Jäger des verlorenen Schatzes,The Dark Knight Rises,Baum der Wünsche,Die Reue,Das Fenster zum Hof,Shining,Alien: Das unheimliche Wesen aus einer fremden Welt,Lethal Strike,2001: Odyssee im Weltraum,Metropolis,Der Clou,Frau ohne Gewissen,Braveheart,Die Frau die singt - Incendies,Requiem for a Dream,Fahrraddiebe,Die Jagd,Uhrwerk Orange,Clockwork Orange,Die Verdammten,American Beauty,Amadeus,Vergiss mein nicht,Die fabelhafte Welt der Amelie,Kinder des Himmels,Full Metal Jacket,Mein Vater und mein Sohn,Inglourious Basterds,Toy Story 3,Nick Cave & The Bad Seeds,Das Appartement,Für ein paar Dollar mehr,Der unsichtbare Dritte,Komm und sieh',Wer die Nachtigall stört,Du sollst mein Glücksstern sein,Aliens: Die Rückkehr,Citizen Kane,Lawrence von Arabien,Wilde Erdbeeren,Manche mögen's heiß,Urteil von Nürnberg,V wie Vendetta,Asian Godfather - Die Gangs von Wasseypur I + II,L.A. Confidential,Article 15,Batman Begins,Die Reise nach Tokio,Gesprengte Ketten,Alles steht Kopf,Mein Nachbar Totoro,Oben,Casino,Bube Dame König grAS,Bei Anruf Mord,The Wolf of Wall Street,Apollo 11,Swades - Heimat,Alles über Eva,Reporter des Satans,Maschinenpistolen,Stirb langsam,Die Erbin,Der Schatz der Sierra Madre,Free Solo,Das siebente Siegel,Pans Labyrinth,Andrej Rubljow,The Band,Tangerines,Das wandelnde Schloss,Searching for Sugar Man,Erbarmungslos,Der Zirkus,Warrior,Sherlock Junior,Der 13.,Winterschlaf,There Will Be Blood,In ihren Augen,Der Untergang,Junge Rebellen,Goldrausch,Wie ein wilder Stier,A Silent Voice,Klaus,Chungking Express,Durch die Wand,Ben Hur,Stand by Me: Das Geheimnis eines Sommers,Citizenfour,Lohn der Angst,Fanny und Alexander,Virus,Opfer,The Big Lebowski,Der Killerwal,Die Melodie des Meeres,Marriage Story,Rush: Alles für den Sieg,The Help,Catch Me If You Can,Rampenlicht,Schlacht um Algier,Mommy,Spotlight,Der Elefantenmensch,Findet Nemo,Drachenzähmen leicht gemacht,Systemsprenger,Das Cabinet des Dr. Caligari,Kaufen für die Müllhalde,Super 30,Der Fuhrmann des Todes,Mad Max: Fury Road,Die Braut des Prinzen,Prisoners,Sixth Sense,Die Brücke am Kwai,Die Nacht,Wer den Wind sät,Nobody Knows,Es geschah in einer Nacht,Logan: The Wolverine,Die große Illusion,Raum,No Country for Old Men,Der Blade Runner,Blade Runner,Die Faust im Nacken,Million Dollar Baby,Gier nach Geld,Das Leben des Brian,Togo,Der Rest ist schweigen,Little Women,Die durch die Hölle gehen,Der letzte Mann,Nausicaä - Prinzessin aus dem Tal der Winde,Memories of Murder,Der unsichtbare Gast,Hotel Ruanda,Drei Farben - Rot,Amores perros,Shutter Island,Into the Wild,Baahubali,Gran Torino,12 Years a Slave,Reise ins Herz der Finsternis,Der dritte Mann,Love Exposure,Harry Potter und die Heiligtümer des Todes - Teil 2,Vom Winde verweht,Grand Budapest Hotel,Die Spielregel,The Gentlemen,Die rote Laterne,Rote Laterne,Jurassic Park,Sonnenaufgang,Das Verschwinden der Haruhi Suzumiya,Rebecca,Batman und Bill,Napoleon,Manderly,Der General,Stürme,Der Wind,Der Unbeugsame,Der Spiegel,Charles Dickens - Eine Weihnachtsgeschichte,Das Ding aus einer anderen Welt,Tomorrow,Brotherhood,Der König der Affen,Panik,Faust,Die Truman Show,Schildkröten können fliegen,Die Legende vom Ozeanpianisten,The Farthest,Man lebt nur einmal,Im Namen des Vaters,Der eiskalte Engel,The Raid 2,Die Rechnung ging nicht auf,Der Zauberer von Oz,Goldenes Gift,Sing Street,Das Comeback,Blood Diamond,Die Volksschule,Guardians of the Galaxy,Die Schöne und das Biest,Die kleinen Füchse,Die Teuflischen,Laura,Infernal Affairs,Vor dem Regen,Solange ein Herz schlägt,Ein Herz und eine Krone,La La Land
2016-10-06,23,73,48,7,25,5,24,9,0,10,0,2,4,28,0,63,32,100,54,5,41,0,0,3,31,8,19,0,7,0,21,23,0,50,0,12,0,17,1,15,36,0,0,28,6,33,0,21,42,56,0,24,21,0,35,76,0,88,35,83,0,42,9,58,39,0,0,29,29,10,9,3,0,0,0,37,0,0,0,51,35,0,3,0,36,0,12,42,15,0,26,87,24,22,76,15,0,21,0,85,0,0,0,0,50,0,0,4,8,0,0,86,21,87,0,0,4,0,35,23,0,57,44,0,0,9,0,0,0,0,0,3,49,0,30,0,9,0,58,0,29,0,0,36,37,0,18,32,30,0,18,0,6,0,0,73,0,12,17,0,57,0,0,55,4,47,0,0,0,0,30,2,0,0,50,56,0,22,3,0,0,0,0,0,48,44,2,9,44,32,49,33,0,0,0,86,36,0,18,0,20,0,21,36,0,0,25,0,98,0,0,0,33,0,1,66,34,38,35,0,2,0,41,32,32,0,0,0,61,8,24,0,53,0,52,0,78,38,15,0,44,14,0,7,25,0,51,55,0,0,0,0,0,19,0,0,0,26,0,33,0,38,85,9,16,0,0,53,0,0,0,0,8
2016-10-07,53,28,100,5,39,3,29,14,0,0,0,4,6,29,4,42,0,34,47,0,43,46,0,6,39,9,29,23,8,0,20,24,0,0,83,16,0,47,1,100,39,0,100,57,7,26,0,36,0,26,46,50,29,0,100,57,0,92,18,87,0,0,9,0,0,86,0,61,30,16,9,2,0,0,0,60,0,0,0,71,0,44,5,77,25,0,9,22,23,0,50,64,74,15,0,20,0,15,12,0,61,0,52,0,26,0,0,2,0,0,0,89,21,83,0,0,13,0,0,54,50,100,45,0,50,6,25,0,0,0,0,4,50,0,41,54,5,0,64,0,44,38,0,25,51,0,9,16,62,44,6,0,4,42,46,79,0,12,11,0,29,0,78,49,4,48,0,84,0,0,22,2,0,0,34,65,0,32,4,0,87,0,34,0,50,0,4,14,45,29,0,45,0,0,0,80,37,38,10,0,41,0,16,29,86,0,0,43,0,0,0,0,34,0,4,57,0,40,18,0,2,0,0,27,73,0,0,0,75,9,21,0,56,0,52,0,80,20,16,0,34,15,39,5,22,74,60,35,42,0,0,0,41,20,0,30,0,41,0,23,0,44,0,13,5,0,0,52,91,0,0,46,8
2016-10-08,100,90,43,4,90,5,29,39,0,12,0,7,10,0,0,61,78,0,43,6,33,52,0,5,18,10,89,26,7,0,31,34,91,0,0,23,0,41,4,65,47,80,87,66,8,59,42,36,99,45,35,57,34,0,37,82,85,0,32,0,0,0,12,0,23,0,0,35,68,19,10,4,0,0,73,75,0,0,44,67,63,0,5,0,72,0,33,0,43,80,38,80,28,17,0,9,0,42,0,0,70,90,60,0,20,0,0,5,5,0,0,0,25,79,0,0,8,0,0,74,29,76,63,42,57,15,19,64,0,0,0,3,57,0,60,0,6,0,87,0,46,0,100,58,48,0,21,31,35,51,17,100,3,0,52,61,64,16,18,0,68,0,0,45,4,100,90,97,0,0,23,10,55,0,40,79,0,58,9,0,100,0,39,90,96,52,4,11,0,42,57,77,0,0,0,75,43,44,16,0,24,0,18,31,0,0,30,0,0,100,0,0,0,0,4,39,0,69,32,100,0,0,0,51,23,0,77,0,64,8,20,100,53,0,52,0,92,46,13,0,44,0,44,6,47,0,93,39,49,0,0,100,0,0,0,58,0,42,0,0,53,67,0,16,11,0,0,59,0,0,0,53,0
2016-10-09,66,72,52,4,37,8,26,23,0,11,0,6,8,0,0,68,35,36,46,11,45,48,0,6,33,0,61,64,4,0,36,34,41,0,0,32,0,25,3,23,52,0,26,60,7,45,0,13,45,41,64,65,27,0,37,97,78,0,32,90,0,0,8,64,42,0,0,64,31,28,0,3,0,0,50,38,0,0,0,53,38,0,4,0,78,0,25,23,30,36,63,75,0,31,0,8,0,54,9,0,65,82,0,0,18,0,0,4,4,0,0,0,68,77,0,0,9,0,38,42,26,93,46,38,0,11,18,59,0,0,0,3,52,0,58,0,10,0,62,0,62,39,90,44,57,94,19,24,53,0,12,0,7,0,0,53,0,11,21,0,62,0,0,44,6,41,0,0,0,0,16,0,100,0,48,87,0,89,5,0,0,0,0,0,44,47,5,10,0,33,0,35,0,0,0,87,39,0,10,57,44,0,17,63,0,0,27,45,53,0,0,0,72,92,7,42,0,31,38,0,2,0,0,14,21,0,47,0,82,13,27,0,53,0,63,0,83,32,20,0,36,0,41,9,62,0,48,44,0,0,50,0,43,21,55,0,0,57,0,59,0,31,0,15,100,0,0,52,0,0,0,0,0
2016-10-10,27,58,46,7,60,4,27,18,0,0,5,4,6,0,8,46,31,32,98,0,26,42,0,4,44,12,54,21,2,0,28,23,73,0,0,17,0,22,1,16,41,0,35,0,5,36,0,38,0,72,28,46,17,0,33,30,0,0,34,80,0,0,7,0,19,0,15,28,54,10,0,3,0,0,44,29,0,0,0,32,34,0,3,0,69,0,30,20,24,32,65,74,0,14,0,7,0,41,0,0,0,71,0,0,16,0,0,4,4,0,0,0,0,96,41,0,14,0,0,50,23,78,40,33,0,7,15,0,0,0,0,2,0,77,32,0,0,0,50,0,37,0,0,23,42,0,0,25,28,41,12,0,3,0,0,75,0,13,11,0,99,0,0,45,5,27,0,0,0,32,31,6,44,0,63,49,0,26,4,0,0,0,31,0,46,0,3,11,0,26,69,92,0,0,0,82,35,0,4,0,0,0,0,57,79,0,0,40,0,0,0,0,63,0,1,31,48,0,0,0,4,80,0,20,28,0,41,0,86,10,25,0,50,0,50,0,37,18,12,0,46,0,0,5,38,0,84,48,0,0,0,0,0,0,0,0,0,25,0,21,0,27,0,8,13,0,0,51,0,0,0,0,10
2016-10-11,31,52,31,9,24,4,35,9,0,0,5,3,4,0,0,53,31,0,61,5,33,42,0,3,29,8,18,21,5,0,31,20,37,48,0,14,0,41,1,12,36,0,0,27,10,32,34,47,39,42,0,23,27,0,20,59,69,0,25,0,0,0,7,0,19,0,0,28,55,0,0,3,0,0,43,53,0,0,35,42,33,0,4,0,35,0,20,20,35,62,25,98,23,0,0,7,81,41,8,0,0,0,0,0,16,81,0,3,0,0,0,0,100,87,0,0,5,0,0,37,23,49,39,0,0,4,31,52,0,0,0,1,0,0,38,0,0,0,38,0,27,0,80,23,45,0,21,15,43,0,8,0,2,0,0,85,50,7,11,0,81,0,0,56,4,53,0,0,0,0,19,5,44,0,32,43,0,19,3,0,0,0,31,0,38,41,3,8,0,26,46,31,0,0,0,95,35,0,9,100,19,0,24,53,0,0,0,0,0,0,0,44,64,0,2,57,0,18,45,0,2,0,0,12,72,0,41,0,48,7,22,0,52,0,48,47,50,18,14,0,55,14,72,8,21,0,100,47,0,0,44,0,0,18,0,0,0,25,0,42,42,0,0,7,16,0,0,52,0,0,0,0,15
2016-10-12,28,36,24,5,0,6,24,19,0,10,0,5,6,0,8,62,32,33,55,5,61,44,0,5,30,8,65,44,8,0,28,25,38,50,0,10,0,28,1,19,47,0,0,27,4,74,0,33,41,28,29,24,28,0,21,55,0,0,29,0,0,42,12,0,19,0,0,0,42,10,0,3,0,0,45,30,0,0,0,44,0,0,4,0,24,0,32,0,14,33,38,81,0,21,0,15,0,35,0,0,0,0,0,0,25,0,0,2,8,0,0,0,21,86,42,0,7,0,35,52,24,48,44,35,0,5,16,0,71,0,0,4,0,0,33,0,5,0,49,0,0,0,0,40,46,0,9,27,29,42,14,0,4,0,44,81,0,13,8,0,42,0,0,47,9,55,0,0,0,34,17,5,45,0,16,44,0,21,5,0,83,0,65,0,71,0,4,9,44,31,0,32,0,0,0,89,36,37,10,0,20,0,15,24,82,0,24,83,0,0,0,0,0,42,2,43,0,19,53,0,3,0,0,13,38,0,43,0,100,7,19,0,44,0,46,0,26,38,20,0,47,0,0,8,43,0,67,52,40,86,0,0,0,0,50,58,0,26,0,22,0,28,0,6,17,0,0,49,0,0,0,87,8
2016-10-13,35,43,41,5,25,100,25,9,0,0,5,5,3,42,4,63,0,0,52,0,34,0,0,5,15,0,57,22,2,0,17,27,39,0,0,16,0,26,1,9,38,0,24,28,8,38,0,25,62,38,30,40,50,0,42,42,72,0,18,0,0,0,8,0,20,0,0,30,29,10,9,100,0,0,46,35,0,0,0,53,35,0,3,0,48,0,28,0,16,0,58,100,24,14,0,11,87,14,0,0,60,75,76,0,17,0,0,2,0,0,23,0,21,83,0,0,25,0,0,33,24,58,34,0,0,5,16,0,72,0,0,3,97,0,40,0,5,0,44,0,29,0,0,37,69,0,22,16,50,0,7,0,3,0,0,79,0,12,8,0,0,0,76,53,6,28,76,0,0,34,31,4,46,0,50,42,0,20,3,0,84,100,33,76,36,0,4,9,0,23,49,49,0,100,0,84,0,0,6,0,0,0,31,46,0,0,25,42,0,0,0,0,100,43,2,28,51,39,0,0,0,84,0,13,59,0,44,0,58,9,23,0,62,0,57,0,52,29,20,0,50,0,38,8,29,0,61,32,41,0,0,42,40,19,51,29,0,66,0,0,0,29,85,5,11,0,0,46,87,0,0,0,11
2016-10-14,44,56,21,15,39,18,25,34,0,0,5,7,4,29,4,61,67,69,42,0,42,46,0,3,26,9,58,23,4,0,31,23,0,0,0,15,0,53,2,26,34,0,25,58,5,69,0,18,43,29,31,25,44,0,64,43,74,0,36,0,0,0,7,0,30,0,0,0,29,0,0,17,0,0,0,39,0,0,0,44,36,0,4,0,50,0,22,44,26,35,60,70,37,15,0,12,0,22,9,0,61,0,52,0,17,0,0,0,0,0,0,0,22,81,0,74,10,0,0,57,33,55,48,0,50,6,22,56,75,0,0,3,0,0,62,0,10,0,65,0,30,0,43,38,93,0,0,31,31,0,9,0,8,42,46,76,0,5,20,0,29,52,0,51,5,29,0,0,0,0,25,3,0,78,75,50,0,23,4,0,0,0,0,0,50,0,2,0,45,27,0,33,0,0,0,83,37,0,6,0,42,0,32,64,0,30,26,0,0,87,0,0,69,44,1,51,0,46,18,0,2,0,43,13,30,0,0,0,60,100,21,0,67,0,62,0,67,20,13,0,48,0,0,11,56,0,63,40,0,0,47,0,41,0,0,30,0,55,0,45,0,58,88,9,16,0,0,50,0,0,0,0,11
2016-10-15,45,97,72,8,45,13,22,100,0,12,6,4,5,0,5,61,58,39,39,6,24,53,0,5,27,10,56,26,6,0,53,34,46,59,0,16,55,27,2,15,50,0,29,66,11,44,85,36,49,37,0,47,30,100,25,49,0,0,21,0,0,100,11,0,0,100,0,0,34,12,0,7,0,0,0,44,0,0,0,82,56,0,8,44,57,0,16,38,26,0,46,88,0,26,0,9,0,50,36,0,0,0,60,0,20,0,7,3,5,0,0,0,25,71,0,0,18,0,42,46,28,61,49,0,0,4,19,0,0,0,0,2,0,96,94,0,8,0,72,0,34,0,50,29,100,0,31,12,53,0,13,0,5,0,52,62,0,18,24,100,34,60,0,50,6,78,89,97,0,0,28,7,0,0,72,57,0,37,8,0,0,0,0,0,43,0,8,11,52,44,0,64,0,0,0,80,43,44,11,0,24,0,18,64,99,34,0,0,0,0,0,0,59,50,8,39,40,0,21,0,3,0,50,15,53,0,51,100,86,27,20,0,63,0,67,0,61,23,18,0,46,0,0,7,47,0,44,47,0,0,0,50,94,23,0,35,0,62,0,78,0,0,100,12,23,0,0,58,0,0,0,52,19
2016-10-16,32,34,68,32,43,8,37,50,0,11,6,6,4,0,9,63,0,75,38,6,35,0,0,5,52,9,64,100,5,100,26,38,0,57,0,25,0,32,3,21,71,0,27,31,12,28,40,25,0,32,0,81,28,0,23,78,81,0,30,0,0,0,15,100,0,0,0,100,54,0,0,3,0,0,52,34,0,0,0,53,80,0,6,0,54,57,24,0,25,38,22,53,27,33,0,30,0,48,10,96,67,0,57,0,38,0,0,0,4,0,0,97,0,69,0,0,8,0,100,59,41,69,53,80,0,5,28,62,0,0,0,9,0,0,38,89,21,0,56,0,65,0,0,41,99,0,40,18,33,49,13,0,7,46,51,58,0,11,20,0,32,0,0,55,5,32,0,93,0,38,34,5,52,0,56,51,0,29,5,0,0,0,37,0,46,100,100,20,0,30,55,37,0,0,100,85,41,0,6,0,23,0,35,45,0,33,28,47,0,0,100,52,0,0,5,46,76,33,40,0,4,0,0,29,51,0,0,0,86,61,38,0,60,0,62,0,59,22,18,0,29,16,42,8,77,0,52,40,46,0,0,0,45,22,0,50,0,30,0,37,0,32,0,13,23,0,0,58,100,0,0,100,18
2016-10-17,13,54,38,100,71,4,42,20,0,9,5,3,3,0,4,45,30,62,100,0,38,62,0,4,29,0,23,21,2,0,25,27,0,0,0,16,0,21,2,12,48,0,23,26,10,47,100,27,39,59,28,22,17,0,32,19,67,0,50,78,0,0,7,0,55,0,0,42,27,10,8,1,0,0,43,33,0,0,35,47,33,0,4,0,23,0,20,0,10,0,24,68,45,27,0,7,0,53,8,0,0,0,95,0,37,0,6,2,0,0,0,0,20,87,0,0,6,0,0,49,23,51,45,0,0,3,20,51,0,0,0,3,0,0,56,74,0,86,52,0,27,34,39,23,59,0,17,19,28,40,12,79,4,39,0,83,0,5,100,0,27,47,0,53,4,26,0,0,0,0,20,4,43,0,52,41,79,18,4,0,0,0,30,0,23,0,29,0,41,22,0,30,0,0,0,99,0,0,12,0,19,0,14,62,0,27,23,0,0,0,0,0,31,40,3,31,32,27,25,0,0,0,39,44,18,0,0,0,41,12,26,0,52,0,51,0,49,18,9,0,52,13,0,8,47,0,35,51,0,0,0,0,37,18,0,0,0,50,0,31,0,27,0,10,13,0,0,47,0,0,0,41,15
2016-10-18,44,34,23,83,24,3,23,18,0,9,5,4,3,26,0,45,62,31,58,0,32,0,0,5,29,8,36,31,2,0,19,28,72,0,0,22,0,24,1,12,56,0,23,0,12,47,34,18,0,65,0,53,27,0,39,20,0,0,25,0,0,0,7,56,55,0,0,28,54,10,8,2,0,0,0,51,0,0,0,42,50,0,3,0,46,0,20,30,48,0,0,71,68,20,0,14,0,34,8,0,56,0,48,0,16,0,0,4,0,84,22,0,0,88,0,0,4,0,0,18,23,64,37,33,0,5,23,0,0,0,0,2,0,0,38,50,0,0,43,0,27,34,0,34,55,0,8,28,56,40,9,0,4,0,0,100,50,14,8,0,0,0,0,56,6,26,0,77,0,0,28,3,44,0,42,47,79,18,3,0,0,0,62,0,23,41,8,17,0,23,0,31,0,0,0,100,0,0,9,0,19,0,15,77,0,28,0,0,46,0,0,0,31,0,2,31,32,42,17,0,2,0,0,12,24,0,41,0,65,10,22,0,46,0,40,0,49,18,12,0,41,14,0,7,37,0,54,49,0,0,0,0,37,18,0,55,0,25,0,0,42,27,0,7,17,0,0,49,0,0,0,42,11
2016-10-19,36,26,23,57,24,5,29,11,0,9,5,6,3,0,4,32,31,31,48,0,39,0,0,7,29,16,18,28,0,0,23,23,36,0,0,16,0,16,1,20,39,0,0,26,21,24,0,21,39,42,0,46,51,0,39,52,0,0,17,79,0,0,8,0,46,0,0,28,27,10,0,3,0,60,43,33,0,0,0,47,33,0,100,0,34,0,26,100,17,32,31,87,45,18,0,14,0,67,0,0,0,71,0,0,16,0,0,0,7,0,0,0,20,84,0,68,4,0,33,40,69,59,41,100,0,3,26,0,0,0,0,4,46,0,76,0,4,0,55,0,27,34,0,23,52,0,17,19,56,0,10,0,3,0,0,89,0,9,13,0,54,0,0,61,7,0,0,77,0,32,23,5,0,0,68,41,0,10,7,0,0,0,31,0,46,82,3,9,0,29,0,62,0,0,0,93,34,0,7,0,19,0,19,40,0,0,23,59,0,0,0,0,63,41,3,62,0,27,34,0,2,0,0,49,46,0,0,0,62,9,29,0,54,0,48,0,25,18,14,81,41,0,36,8,68,0,58,54,0,0,0,0,0,0,48,0,0,42,0,21,0,27,0,30,7,0,0,46,0,0,0,42,11
2016-10-20,27,56,27,55,0,3,12,30,80,0,0,3,3,27,0,50,95,32,56,5,100,43,0,4,30,8,61,22,2,0,24,25,0,0,79,18,45,17,1,6,56,0,24,27,7,24,0,28,0,43,0,23,28,0,34,47,0,0,34,0,0,0,12,0,38,0,0,29,56,20,0,2,0,0,45,39,0,0,36,61,0,0,43,0,70,0,18,21,32,32,57,61,35,0,0,22,0,41,9,0,0,73,0,0,33,0,0,2,0,0,0,0,41,83,0,0,8,0,34,67,0,65,38,69,0,2,16,0,0,0,29,4,47,0,29,51,9,0,60,0,28,0,0,24,56,0,17,12,86,42,18,0,4,40,0,78,0,10,13,0,28,0,0,61,5,27,0,0,47,0,19,3,89,0,43,40,0,18,5,0,0,0,0,0,47,42,3,13,43,29,0,47,0,0,0,97,0,36,4,0,20,0,15,45,0,43,48,41,0,0,0,0,0,0,2,37,0,0,35,0,3,0,0,13,37,0,42,0,74,6,24,0,48,0,44,0,0,19,15,0,46,14,37,7,24,0,46,40,79,0,0,0,0,0,0,0,0,26,0,21,43,55,0,52,13,0,0,53,0,0,0,43,8
2016-10-21,42,43,30,33,34,3,25,31,0,0,5,6,7,28,8,78,33,0,48,0,21,0,0,8,46,0,38,45,2,0,27,28,0,0,0,16,0,23,3,13,51,0,24,56,8,50,0,22,0,76,30,24,29,0,49,70,0,0,30,0,0,0,15,59,0,0,15,30,48,11,9,2,0,0,46,47,0,0,38,61,36,0,15,0,49,0,9,0,33,34,39,95,48,29,0,15,0,43,18,0,0,0,0,0,25,0,0,100,100,0,23,0,42,77,0,0,11,0,36,56,0,61,45,0,48,4,0,0,0,0,0,2,0,0,20,0,5,0,67,0,29,0,0,49,84,0,18,22,30,43,13,0,3,0,45,83,54,10,13,0,29,0,0,57,5,57,0,0,0,0,16,3,46,0,28,33,0,25,7,0,84,0,33,0,24,0,4,9,0,27,49,33,85,0,0,89,0,0,12,0,0,0,31,58,0,0,0,42,0,0,0,92,0,0,4,28,34,39,36,0,100,0,63,26,29,0,0,0,55,66,27,0,66,0,46,0,52,59,14,0,34,15,38,8,47,72,68,55,41,0,0,0,40,19,0,0,0,27,0,22,45,29,85,30,14,98,0,53,89,0,0,45,12
2016-10-22,44,57,43,54,30,6,57,33,0,12,6,7,9,33,0,65,0,0,48,6,48,52,0,9,48,20,59,26,4,0,29,42,45,0,0,19,0,67,2,11,71,0,71,0,21,88,41,37,0,99,52,38,38,0,41,49,0,0,21,0,0,0,16,69,23,98,0,69,100,0,10,2,0,0,0,52,0,0,0,72,0,100,5,44,28,0,100,0,34,39,38,84,56,42,0,13,0,42,0,100,0,0,59,84,0,0,0,5,14,0,27,0,49,79,100,0,8,0,0,57,28,69,56,41,56,6,51,0,0,0,0,78,0,95,55,61,8,0,78,0,34,0,49,57,90,0,26,14,52,100,8,0,3,48,52,76,0,14,24,99,100,0,0,54,8,66,0,0,0,40,25,7,54,0,78,59,0,28,14,0,0,0,38,0,66,0,7,10,0,42,57,57,0,0,0,80,43,0,17,0,24,0,0,51,98,0,0,49,0,0,0,53,39,0,6,45,0,68,83,0,5,0,49,30,60,0,51,0,59,23,20,0,57,0,45,0,60,46,13,0,44,17,44,9,46,0,52,49,0,0,0,0,0,22,0,34,0,31,0,26,52,100,0,29,22,0,0,54,0,0,0,0,0
2016-10-23,31,62,31,21,37,6,27,28,0,0,0,7,5,0,4,52,35,0,49,5,22,95,0,5,61,18,62,48,2,0,32,35,84,0,0,21,49,43,2,11,80,0,39,0,15,27,38,29,0,34,0,26,27,0,30,30,0,0,38,0,0,0,14,64,21,0,17,32,46,17,9,3,0,0,100,36,0,0,41,70,38,0,8,0,39,0,33,0,47,0,49,73,26,16,0,29,0,31,14,0,0,0,54,0,18,0,0,2,4,0,0,0,34,74,0,0,9,0,0,64,26,70,48,38,0,5,29,59,0,0,0,15,53,0,32,57,0,0,58,0,47,0,45,0,64,0,14,26,32,0,14,0,9,0,48,64,58,9,18,0,41,55,0,55,6,71,0,0,52,0,28,6,0,0,72,39,90,22,9,0,90,0,36,0,61,0,5,0,95,29,78,70,0,0,0,83,52,0,12,0,33,0,33,48,0,0,27,0,0,0,0,0,0,46,3,36,37,53,26,0,4,0,45,37,35,0,0,0,24,62,37,0,53,0,64,0,56,21,17,0,46,0,81,8,70,78,74,61,0,0,0,0,0,0,0,42,0,43,0,24,0,0,0,23,14,0,0,58,0,0,100,48,15
2016-10-24,31,45,11,30,35,3,11,24,0,0,0,4,3,26,4,45,30,31,93,0,25,0,68,5,38,0,29,21,4,0,17,26,35,0,0,16,0,24,2,18,49,0,34,26,12,62,33,25,77,70,28,22,36,0,39,45,0,0,16,0,0,0,15,0,18,0,0,27,80,20,0,2,0,0,0,35,0,0,35,52,65,0,5,0,45,47,31,0,41,31,48,97,44,13,0,7,0,33,0,0,0,69,0,67,16,78,0,2,4,0,0,0,29,88,0,66,5,0,0,39,0,67,37,32,0,7,20,0,0,0,0,4,0,0,43,0,0,0,63,0,0,0,39,34,40,0,8,16,27,0,8,78,5,0,41,88,0,9,7,0,53,0,0,49,6,39,0,0,44,0,18,5,43,0,46,41,0,9,5,0,77,0,0,0,22,0,3,8,0,28,46,30,0,0,0,92,34,0,5,0,0,0,24,44,77,0,23,78,0,0,0,0,0,0,4,15,63,18,33,0,5,0,39,18,36,0,81,0,71,10,26,0,48,0,47,0,71,18,18,0,44,13,35,7,27,0,85,54,38,0,0,0,0,18,0,27,0,33,0,20,41,40,0,12,12,0,0,48,0,0,0,0,7
2016-10-25,65,43,26,30,48,3,29,33,0,0,5,4,2,53,4,83,30,47,57,0,19,0,0,2,50,8,35,31,2,0,20,27,36,0,0,18,0,21,2,12,42,64,34,0,16,23,33,22,39,35,0,23,27,0,39,39,0,0,17,0,0,0,10,0,0,0,0,28,0,20,0,2,0,0,0,31,0,0,35,40,49,0,3,35,23,0,21,99,85,62,54,54,67,13,0,14,0,20,8,0,0,0,0,0,26,0,0,2,7,0,0,0,20,87,0,67,4,0,33,34,22,91,39,66,0,7,23,0,0,0,28,3,0,0,74,49,7,0,44,0,27,0,39,34,39,0,16,28,37,81,9,0,3,0,42,82,0,7,5,0,53,0,0,51,6,26,0,0,0,0,33,2,43,0,57,28,78,16,4,0,0,0,31,0,60,0,3,13,0,31,0,0,0,0,0,91,34,0,12,0,19,0,0,36,79,0,23,0,0,0,0,43,31,0,2,36,0,27,58,0,3,0,39,24,54,0,41,78,78,9,23,78,56,0,48,0,24,18,17,0,46,14,35,8,57,0,61,64,38,0,0,0,0,0,0,0,0,25,0,20,0,27,78,15,10,0,0,48,0,0,0,42,13
