,Die Verurteilten,Der Pate,Dominion,Mosul,Der Pate 2,The Dark Knight,Schindlers Liste,Pulp Fiction,Berg II,Die zwölf Geschworenen,Der Herr der Ringe: Die Rückkehr des Königs,Inception,Forrest Gump,Zwei glorreiche Halunken,Der Herr der Ringe: Die Gefährten,Fight Club,Earthlings,Einer flog über das Kuckucksnest,Matrix,Der Herr der Ringe: Die zwei Türme,Parasite,Die sieben Samurai,Ist das Leben nicht schön?,Das Leben ist schön,Das Schweigen der Lämmer,Der Soldat James Ryan,Chihiros Reise ins Zauberland,City of God,The Green Mile,Für Sama,Interstellar,Joker,Die besten Jahre,Moderne Zeiten,Lichter der Großstadt,Gladiator,Léon: Der Profi,Whiplash,Ziemlich beste Freunde,Spiel mir das Lied vom Tod,Der König der Löwen,Prestige - Die Meister der Magie,Der Pianist,Avengers: Infinity War,Senna - Genie.Draufgänger.Legende,American History X,Das Salz der Erde,Zurück in die Zukunft,Der große Diktator,1917,Die letzten Glühwürmchen,Samsara,Ayla,Terminator 2: Tag der Abrechnung,Die Bucht,Django Unchained,Mrtav 'ladan,Lebe Deine Träume,Apocalypse Now,Kinder des Olymp,Boulevard der Dämmerung,Your Name.,Memento,Zeugin der Anklage,Oldboy,Der Mann mit der Kamera,Wege zum Ruhm,Es war einmal in Amerika,Prinzessin Mononoke,Das Leben der Anderen,Jäger des verlorenen Schatzes,The Dark Knight Rises,Baum der Wünsche,Die Reue,Das Fenster zum Hof,Shining,Alien: Das unheimliche Wesen aus einer fremden Welt,Lethal Strike,2001: Odyssee im Weltraum,Metropolis,Der Clou,Frau ohne Gewissen,Braveheart,Die Frau die singt - Incendies,Requiem for a Dream,Fahrraddiebe,Die Jagd,Uhrwerk Orange,Clockwork Orange,Die Verdammten,American Beauty,Amadeus,Vergiss mein nicht,Die fabelhafte Welt der Amelie,Kinder des Himmels,Full Metal Jacket,Mein Vater und mein Sohn,Inglourious Basterds,Toy Story 3,Nick Cave & The Bad Seeds,Das Appartement,Für ein paar Dollar mehr,Der unsichtbare Dritte,Komm und sieh',Wer die Nachtigall stört,Du sollst mein Glücksstern sein,Aliens: Die Rückkehr,Citizen Kane,Lawrence von Arabien,Wilde Erdbeeren,Manche mögen's heiß,Urteil von Nürnberg,V wie Vendetta,Asian Godfather - Die Gangs von Wasseypur I + II,L.A. Confidential,Article 15,Batman Begins,Die Reise nach Tokio,Gesprengte Ketten,Alles steht Kopf,Mein Nachbar Totoro,Oben,Casino,Bube Dame König grAS,Bei Anruf Mord,The Wolf of Wall Street,Apollo 11,Swades - Heimat,Alles über Eva,Reporter des Satans,Maschinenpistolen,Stirb langsam,Die Erbin,Der Schatz der Sierra Madre,Free Solo,Das siebente Siegel,Pans Labyrinth,Andrej Rubljow,The Band,Tangerines,Das wandelnde Schloss,Searching for Sugar Man,Erbarmungslos,Der Zirkus,Warrior,Sherlock Junior,Der 13.,Winterschlaf,There Will Be Blood,In ihren Augen,Der Untergang,Junge Rebellen,Goldrausch,Wie ein wilder Stier,A Silent Voice,Klaus,Chungking Express,Durch die Wand,Ben Hur,Stand by Me: Das Geheimnis eines Sommers,Citizenfour,Lohn der Angst,Fanny und Alexander,Virus,Opfer,The Big Lebowski,Der Killerwal,Die Melodie des Meeres,Marriage Story,Rush: Alles für den Sieg,The Help,Catch Me If You Can,Rampenlicht,Schlacht um Algier,Mommy,Spotlight,Der Elefantenmensch,Findet Nemo,Drachenzähmen leicht gemacht,Systemsprenger,Das Cabinet des Dr. Caligari,Kaufen für die Müllhalde,Super 30,Der Fuhrmann des Todes,Mad Max: Fury Road,Die Braut des Prinzen,Prisoners,Sixth Sense,Die Brücke am Kwai,Die Nacht,Wer den Wind sät,Nobody Knows,Es geschah in einer Nacht,Logan: The Wolverine,Die große Illusion,Raum,No Country for Old Men,Der Blade Runner,Blade Runner,Die Faust im Nacken,Million Dollar Baby,Gier nach Geld,Das Leben des Brian,Togo,Der Rest ist schweigen,Little Women,Die durch die Hölle gehen,Der letzte Mann,Nausicaä - Prinzessin aus dem Tal der Winde,Memories of Murder,Der unsichtbare Gast,Hotel Ruanda,Drei Farben - Rot,Amores perros,Shutter Island,Into the Wild,Baahubali,Gran Torino,12 Years a Slave,Reise ins Herz der Finsternis,Der dritte Mann,Love Exposure,Harry Potter und die Heiligtümer des Todes - Teil 2,Vom Winde verweht,Grand Budapest Hotel,Die Spielregel,The Gentlemen,Die rote Laterne,Rote Laterne,Jurassic Park,Sonnenaufgang,Das Verschwinden der Haruhi Suzumiya,Rebecca,Batman und Bill,Napoleon,Manderly,Der General,Stürme,Der Wind,Der Unbeugsame,Der Spiegel,Charles Dickens - Eine Weihnachtsgeschichte,Das Ding aus einer anderen Welt,Tomorrow,Brotherhood,Der König der Affen,Panik,Faust,Die Truman Show,Schildkröten können fliegen,Die Legende vom Ozeanpianisten,The Farthest,Man lebt nur einmal,Im Namen des Vaters,Der eiskalte Engel,The Raid 2,Die Rechnung ging nicht auf,Der Zauberer von Oz,Goldenes Gift,Sing Street,Das Comeback,Blood Diamond,Die Volksschule,Guardians of the Galaxy,Die Schöne und das Biest,Die kleinen Füchse,Die Teuflischen,Laura,Infernal Affairs,Vor dem Regen,Solange ein Herz schlägt,Ein Herz und eine Krone,La La Land
2017-12-17,2,26,58,0,0,5,3,92,100,0,11,2,4,19,100,55,23,36,41,20,39,0,0,14,18,0,41,31,26,0,44,14,100,15,0,38,0,45,38,6,85,10,24,9,51,4,0,12,0,59,0,68,88,0,0,65,0,0,29,0,0,0,48,0,5,0,46,2,35,14,50,2,0,0,37,35,0,0,32,55,62,0,28,0,27,0,8,5,44,23,35,60,13,0,0,46,0,14,37,0,0,0,0,0,76,0,0,70,17,0,0,0,2,73,0,0,58,0,0,50,0,71,27,0,0,42,28,0,7,0,0,19,0,0,18,0,73,0,44,56,38,36,0,27,6,86,6,67,45,52,12,0,44,54,56,80,100,0,33,0,0,100,54,58,57,3,0,0,0,0,84,2,0,0,59,18,0,15,53,0,0,0,15,0,2,0,34,20,0,45,0,0,0,0,0,81,32,0,3,0,0,0,28,48,0,46,0,25,0,0,40,0,43,0,45,65,28,51,50,0,0,0,0,2,0,0,41,0,70,55,41,0,58,0,78,0,37,12,14,0,58,22,42,19,16,0,26,74,0,0,0,0,0,0,0,35,0,15,0,50,11,65,0,4,53,0,75,30,0,93,0,79,62
2017-12-18,1,8,74,0,13,3,1,44,0,50,4,1,3,13,10,44,21,0,67,11,69,67,0,7,7,2,43,0,16,0,32,14,18,7,0,37,0,30,56,2,67,0,21,4,37,2,0,5,41,45,41,41,44,0,20,70,0,0,34,0,0,0,43,39,9,0,0,2,63,15,46,3,0,0,34,27,0,0,0,51,0,0,28,0,0,0,17,4,36,0,32,76,12,27,0,34,0,8,100,0,48,0,42,0,0,0,0,0,0,0,0,0,0,89,0,0,13,0,0,61,0,67,23,39,49,57,38,0,100,0,0,8,0,100,48,0,0,0,54,0,26,0,31,18,6,0,3,56,41,0,14,0,28,49,0,84,0,0,25,0,0,46,0,62,61,0,0,0,0,0,43,0,46,0,39,12,0,12,48,83,0,0,21,0,1,0,31,19,42,30,0,32,0,38,0,74,29,0,2,0,55,0,25,57,0,28,0,23,0,0,18,0,38,68,13,34,37,15,20,0,0,0,0,0,34,0,37,0,79,55,47,0,48,0,48,0,34,0,20,0,78,25,76,17,17,0,12,77,92,0,0,0,41,0,0,31,0,7,0,0,0,50,0,5,22,77,0,27,0,0,0,0,51
2017-12-19,1,21,36,24,14,4,2,43,0,0,4,2,4,0,7,39,22,34,56,7,0,0,0,11,0,3,44,29,49,0,51,13,37,7,0,39,0,21,54,2,53,9,29,9,35,2,0,9,0,20,43,43,32,0,23,42,0,0,97,0,0,0,22,40,5,86,0,6,65,13,0,3,0,0,0,31,0,85,59,29,0,0,44,0,19,0,16,11,21,22,17,68,9,28,0,28,0,5,0,47,0,0,0,0,24,0,0,0,16,43,0,0,2,86,0,0,13,0,44,47,74,70,26,100,51,88,26,0,34,0,0,10,48,0,33,0,51,0,36,0,53,44,0,19,6,0,5,43,42,0,22,0,17,0,26,97,0,29,20,0,0,47,0,59,100,0,94,0,0,0,31,0,0,0,40,16,0,16,40,0,0,95,0,0,1,11,28,38,0,36,36,50,0,39,0,79,40,22,2,0,38,0,30,61,0,0,0,0,0,0,19,0,66,0,15,33,26,24,15,0,19,86,37,1,0,0,89,0,66,24,37,0,47,0,58,0,69,11,21,0,74,28,39,14,22,0,18,80,0,0,0,78,0,0,0,0,0,9,0,0,0,26,0,2,29,0,0,22,0,0,0,0,37
2017-12-20,2,28,19,48,33,5,3,47,0,0,14,4,5,14,4,55,22,35,60,7,25,0,0,13,13,5,26,30,25,0,48,14,38,7,0,36,100,33,43,4,50,0,23,8,20,2,0,5,44,27,0,22,24,0,32,19,0,0,68,0,0,0,69,0,10,0,0,2,45,13,0,1,0,0,0,26,0,0,61,36,30,0,45,50,13,0,7,4,24,34,17,56,13,100,88,66,0,8,0,0,0,0,45,50,73,0,0,34,0,0,0,0,3,87,0,0,21,0,45,32,38,72,24,0,0,87,27,0,6,0,0,9,0,0,29,0,26,0,45,54,0,35,33,39,7,0,17,40,43,0,12,0,17,0,0,92,0,60,42,0,0,48,77,54,44,3,0,0,43,0,35,1,33,0,47,9,23,12,36,88,0,0,0,0,1,0,51,20,44,39,0,69,0,40,0,73,21,23,2,0,78,0,40,65,0,59,0,24,0,0,58,0,41,0,10,72,27,38,21,0,30,0,0,2,25,0,98,0,58,37,81,0,37,0,51,0,81,23,21,0,61,100,0,23,24,0,23,75,0,0,0,0,0,40,43,33,0,9,0,0,11,27,88,3,23,0,0,18,0,0,0,38,43
2017-12-21,1,30,53,25,15,2,3,43,0,0,5,3,4,15,15,52,46,0,47,8,39,0,0,14,13,5,34,42,87,0,41,13,20,8,0,30,0,67,75,4,44,0,35,4,55,3,0,10,46,37,0,23,34,0,67,45,0,0,28,0,0,0,52,100,5,0,0,3,88,14,0,2,0,0,37,41,86,0,0,68,46,0,69,52,13,0,100,6,30,23,18,55,10,0,0,38,0,7,56,51,0,0,0,52,43,0,0,0,0,0,0,0,2,76,0,52,22,0,0,62,40,66,25,0,0,21,28,0,23,0,0,14,0,0,48,0,55,0,48,0,28,0,34,31,5,0,4,50,45,0,15,0,44,0,28,82,0,63,27,0,43,50,0,57,24,3,0,0,0,0,36,3,0,0,53,16,0,15,64,0,0,0,15,0,2,11,38,41,46,48,39,36,54,0,0,69,32,24,3,0,41,0,32,68,0,61,37,25,0,0,20,52,0,0,21,45,28,34,17,0,42,0,0,1,25,0,41,0,70,36,100,0,42,0,74,0,47,16,22,76,63,25,42,12,21,0,18,48,0,0,0,0,46,0,0,35,0,7,0,100,0,55,0,5,21,0,75,17,0,0,0,39,72
2017-12-22,1,26,47,0,0,6,3,75,0,60,4,3,4,24,8,49,100,39,40,5,56,0,0,18,8,3,73,34,28,0,42,14,22,8,0,39,0,73,33,3,71,10,26,6,37,1,11,8,100,30,50,62,52,0,61,56,0,0,93,0,0,0,61,70,8,0,49,4,57,7,55,2,0,0,0,30,0,100,69,56,67,0,61,0,29,0,48,5,32,0,96,68,7,65,0,50,100,11,0,0,0,0,0,0,42,0,0,38,0,0,0,0,100,71,0,0,39,0,0,73,43,64,28,70,0,45,60,0,14,0,47,20,0,0,58,0,50,0,58,0,31,0,37,22,8,0,3,59,49,57,15,0,30,0,30,87,0,34,36,0,0,0,0,49,31,0,0,0,0,0,36,1,0,0,57,11,0,16,52,0,0,0,0,0,2,12,37,22,100,48,0,38,0,45,0,67,0,0,2,0,44,0,50,79,0,33,41,0,0,0,36,0,46,0,19,32,60,18,27,0,23,100,43,2,27,0,44,0,58,46,74,0,38,0,42,0,81,20,31,0,89,29,46,21,12,0,29,37,0,0,0,0,0,0,0,57,0,18,0,54,0,0,0,5,61,0,0,16,0,0,0,43,61
2017-12-23,1,26,77,30,17,6,3,63,0,66,9,4,4,0,9,58,55,0,30,15,30,0,0,54,28,3,48,37,21,0,39,17,55,23,100,45,0,67,65,7,77,0,85,4,49,3,0,11,83,26,0,27,43,0,50,62,0,0,34,0,0,0,48,68,6,0,0,4,55,14,0,2,0,0,0,42,0,0,38,50,74,0,45,0,16,0,21,6,53,28,21,48,10,36,0,27,0,10,44,0,0,0,56,0,30,0,100,42,0,0,53,0,56,62,0,62,40,0,0,33,94,72,35,0,0,100,0,0,0,0,52,45,0,0,85,0,0,0,73,0,68,42,0,73,10,0,6,60,54,0,32,0,27,0,34,78,0,0,98,0,51,60,64,49,69,3,0,0,0,0,65,5,41,0,47,18,28,14,32,0,0,0,18,0,4,0,77,0,83,67,0,43,0,100,0,60,39,0,4,0,48,0,50,69,0,36,0,30,0,0,32,62,0,90,31,71,66,100,30,0,0,0,0,5,45,0,98,0,100,82,94,0,35,0,70,0,100,21,34,0,76,41,0,18,17,0,12,39,0,0,0,0,0,100,53,41,0,100,0,59,13,50,0,6,98,100,0,18,0,0,0,0,99
2017-12-24,3,15,83,100,19,5,3,65,0,0,14,2,8,39,12,46,62,0,30,100,34,100,0,100,26,4,54,55,46,0,44,22,27,10,0,40,0,0,100,7,100,13,47,8,41,0,0,14,61,12,62,30,72,0,0,86,0,0,38,0,0,0,53,57,9,0,0,4,93,21,66,6,0,0,100,43,0,0,85,32,41,0,67,68,27,0,23,6,60,31,23,40,13,98,0,91,0,13,74,0,0,0,0,0,51,0,0,47,44,0,60,0,9,62,0,0,38,0,62,52,0,100,45,0,0,98,37,0,9,0,0,100,0,0,36,0,37,0,73,74,63,0,0,54,9,0,4,66,60,0,23,0,35,71,0,80,0,63,44,0,0,67,72,48,31,4,67,57,0,0,48,4,46,0,61,9,31,100,99,0,0,0,20,0,5,0,35,81,62,100,52,94,0,56,0,52,29,0,3,0,54,0,80,100,0,41,100,0,0,0,36,0,75,100,28,60,49,56,0,0,28,0,0,6,33,0,54,0,49,94,60,0,34,0,84,0,37,16,38,100,66,39,0,23,19,0,7,29,67,100,0,0,0,56,0,0,0,35,0,0,0,0,0,8,100,0,100,16,0,0,0,52,62
2017-12-25,5,40,75,30,23,13,4,79,0,0,16,4,8,70,14,79,28,44,28,21,46,90,0,58,16,3,73,0,63,0,72,20,24,0,0,58,0,0,74,7,88,0,42,7,33,2,25,14,0,34,0,55,94,0,30,70,81,0,51,0,0,74,38,86,12,0,0,6,98,33,60,4,0,0,45,52,0,0,57,62,37,0,60,0,16,0,44,6,36,56,53,56,18,71,0,92,0,12,0,0,0,0,0,63,41,0,50,85,100,0,54,0,6,74,0,0,81,0,0,94,71,75,47,0,66,59,50,0,0,0,0,52,0,0,43,0,33,0,43,0,34,86,41,65,13,0,8,40,81,63,100,0,41,65,34,97,0,37,66,0,52,0,0,60,42,5,0,0,0,100,54,5,0,0,67,19,0,32,83,0,0,0,37,0,100,0,55,49,0,67,0,42,0,50,0,83,43,0,4,0,81,0,100,54,68,61,45,60,0,0,40,0,76,0,42,42,100,40,100,0,38,0,0,100,61,0,0,0,76,51,74,0,50,0,79,0,0,29,24,0,64,27,100,20,4,0,21,39,0,0,0,100,0,50,0,41,0,18,0,60,13,33,0,39,77,0,0,21,0,0,0,0,88
2017-12-26,3,100,99,0,33,9,4,49,0,63,100,4,9,17,82,67,0,0,27,72,44,0,0,16,13,3,54,36,40,0,100,20,45,9,0,60,0,64,51,7,77,0,27,8,35,2,35,12,53,42,0,52,83,0,19,52,0,0,65,0,0,0,100,48,6,0,0,100,40,12,0,3,0,0,42,19,0,0,72,54,70,0,100,0,31,0,31,5,28,27,51,77,13,68,0,61,0,13,43,0,0,91,0,0,43,0,0,40,38,53,0,0,4,83,0,0,33,0,53,70,91,95,45,49,62,40,64,0,0,0,100,31,0,0,34,0,42,0,45,0,65,0,39,100,9,0,8,48,51,0,66,0,32,62,48,78,0,36,100,0,0,0,61,57,49,3,0,48,100,0,48,2,0,0,41,19,0,91,78,0,63,0,17,0,24,13,69,58,53,52,0,80,0,94,0,81,49,27,10,0,69,0,37,94,0,35,0,28,0,100,99,0,49,86,56,34,63,29,38,0,24,0,0,25,58,0,62,0,69,62,97,0,46,0,80,0,63,18,28,0,71,8,48,21,22,0,17,46,0,0,0,0,0,47,0,40,0,8,0,0,12,31,0,28,59,0,0,22,100,0,0,45,84
2017-12-27,2,100,66,0,100,4,3,48,0,0,42,4,4,0,22,34,23,71,34,35,25,0,0,10,21,5,26,31,34,0,54,19,0,8,0,33,0,44,57,4,51,0,69,4,30,1,10,7,0,37,68,56,46,0,17,57,0,0,42,0,0,0,55,42,5,0,45,27,34,9,49,3,0,45,0,27,0,0,31,75,40,0,28,0,40,0,23,9,15,0,26,75,6,58,0,23,0,8,0,0,0,78,0,0,50,0,0,0,16,0,0,0,3,78,30,0,19,0,46,66,58,80,33,63,80,34,55,48,0,0,0,16,0,0,18,0,27,0,38,0,42,35,34,90,9,0,6,21,44,0,32,0,37,53,0,81,0,46,0,0,0,0,0,50,36,7,0,0,0,41,27,5,0,0,65,18,23,18,62,0,55,0,30,0,21,0,52,30,46,35,38,0,0,41,0,91,53,35,7,89,0,0,32,59,0,100,37,0,45,0,39,0,42,0,55,39,27,28,41,0,20,0,0,5,0,0,60,0,82,48,85,0,40,0,71,0,73,12,16,0,80,0,41,17,19,0,14,39,0,0,0,82,0,41,0,68,0,5,0,49,0,27,0,12,62,0,0,30,0,0,0,0,47
2017-12-28,1,85,86,0,58,5,100,46,0,0,18,3,6,0,4,45,35,36,31,18,38,0,0,11,18,3,40,31,41,0,49,16,20,0,0,67,0,0,37,6,59,10,39,6,51,4,10,7,0,37,0,56,53,0,22,26,67,0,71,50,100,0,44,99,5,0,0,8,35,14,50,2,0,0,37,41,0,0,32,100,31,0,44,0,100,0,27,5,15,23,44,49,11,30,0,38,0,7,0,0,0,0,0,0,25,0,42,35,0,0,0,55,4,88,0,0,19,0,47,45,39,66,31,43,54,28,46,0,6,0,0,7,0,0,44,50,27,0,54,56,85,36,34,27,7,0,0,33,45,0,20,0,41,54,0,87,0,93,22,0,0,0,0,53,32,6,50,0,45,0,27,2,34,0,46,15,0,22,37,0,0,0,15,0,7,17,34,20,46,24,39,35,0,42,0,73,32,47,5,0,40,0,32,60,0,61,37,100,0,0,100,52,42,0,70,30,28,39,17,0,21,91,40,23,75,0,0,0,67,44,77,0,49,0,58,0,46,24,20,0,100,7,42,17,20,0,17,44,0,0,91,0,0,0,0,0,0,5,0,0,0,41,0,10,46,0,0,27,0,0,0,0,73
2017-12-29,1,44,71,26,15,5,18,55,0,58,9,3,3,15,10,47,24,0,43,11,27,0,0,6,16,4,53,33,49,0,86,17,21,0,0,35,0,83,39,2,53,0,33,8,32,3,0,9,0,26,48,48,50,0,100,41,0,56,0,0,0,0,42,67,5,0,0,4,37,22,0,4,0,0,39,34,0,0,100,70,32,0,59,0,49,0,22,10,16,25,18,66,14,31,0,48,0,8,0,0,55,0,49,0,27,94,0,37,0,0,0,0,7,77,0,0,30,0,0,59,62,69,33,45,57,88,29,0,0,0,0,14,0,0,84,0,29,0,45,0,45,38,0,57,9,90,7,35,71,0,20,0,27,0,0,79,52,33,17,0,0,0,56,51,50,9,0,44,0,43,16,3,0,0,31,10,37,10,33,0,0,0,16,0,4,16,72,64,48,26,0,0,0,44,0,84,34,25,6,0,71,0,29,63,0,48,0,0,0,0,70,0,44,0,70,42,44,26,17,0,22,0,42,5,53,0,0,0,63,61,64,0,43,0,71,0,49,25,21,0,62,8,0,18,17,0,15,31,0,0,0,0,0,66,0,73,0,8,100,0,0,29,0,18,32,0,0,20,0,0,0,0,47
2017-12-30,2,57,63,0,40,6,6,68,0,0,8,3,6,16,14,42,42,60,37,11,28,0,0,4,18,5,90,57,26,0,54,18,22,8,0,38,0,100,90,5,42,10,51,9,45,2,11,9,51,31,51,50,67,0,43,36,0,58,47,0,0,0,53,63,11,0,0,5,58,7,0,3,0,0,81,39,0,0,46,84,51,100,69,0,30,0,25,5,60,0,59,69,14,33,100,25,0,15,41,0,0,0,0,57,28,0,0,0,18,0,0,0,6,69,0,58,26,0,0,61,44,75,100,0,60,81,30,0,7,0,0,14,0,0,33,0,45,0,49,0,47,0,38,45,7,0,5,60,49,0,17,0,38,0,31,70,0,34,54,0,0,55,0,60,42,8,0,0,0,0,40,7,0,0,40,14,0,13,64,0,0,0,34,0,2,100,38,0,0,36,0,39,0,46,0,70,32,26,7,0,59,0,30,74,0,34,0,0,0,0,44,57,46,0,100,60,31,37,24,0,23,0,43,2,84,0,0,0,59,66,64,0,39,0,68,100,93,39,24,0,64,16,46,19,33,0,20,41,0,0,0,0,67,45,49,38,0,11,0,54,0,41,0,15,47,0,0,29,0,0,0,0,84
2017-12-31,2,58,97,0,55,7,3,37,0,0,8,2,4,19,21,70,29,45,48,0,64,0,0,9,60,3,51,39,44,0,66,25,51,100,0,36,0,42,65,8,63,0,30,7,21,4,0,10,0,24,57,86,36,0,21,41,0,0,0,0,0,78,66,0,6,0,0,4,44,17,63,4,0,0,47,34,0,0,80,37,39,0,48,0,34,0,17,14,100,30,45,59,17,56,0,58,0,9,0,0,67,100,0,0,32,0,0,66,21,0,0,0,6,65,38,0,54,0,59,50,50,69,61,55,68,53,35,0,0,0,0,13,65,0,34,0,35,0,100,0,36,46,0,0,8,0,8,53,57,0,34,0,27,0,53,96,0,40,28,0,0,0,0,60,35,4,0,0,56,0,38,3,0,0,42,19,0,17,74,0,0,0,19,0,2,72,72,39,0,42,100,75,68,53,0,65,82,30,6,0,51,0,70,95,0,39,0,32,0,0,25,0,54,0,57,38,53,36,0,0,0,0,0,3,64,100,77,0,68,56,92,0,40,0,79,0,47,20,29,0,54,0,0,18,30,0,28,41,64,0,0,0,0,53,57,43,0,10,0,0,14,0,0,11,34,0,94,25,0,0,0,100,83
2016-10-01,50,83,36,6,61,4,44,17,98,0,6,5,4,66,5,44,39,79,37,6,37,53,0,9,46,10,56,66,100,0,57,31,46,0,0,25,0,27,3,25,54,80,0,33,6,70,43,23,100,52,0,0,60,0,83,91,0,0,35,0,100,0,9,0,70,0,0,53,57,100,10,3,0,76,0,61,62,0,0,66,70,0,3,0,29,60,18,0,26,0,46,63,29,17,0,18,0,17,0,0,0,0,60,0,20,0,0,3,9,0,28,0,63,69,0,0,9,0,0,23,85,73,47,0,0,3,0,65,0,0,0,7,0,0,96,0,6,0,80,0,52,43,50,39,65,0,11,24,0,0,12,0,3,0,0,58,0,18,43,0,34,0,0,50,6,34,0,97,0,0,26,0,55,0,40,88,100,64,5,0,0,0,39,0,48,0,3,11,0,37,58,39,100,0,0,76,65,44,9,0,24,0,36,41,0,35,0,0,0,0,0,0,0,0,4,39,0,58,35,0,4,100,0,21,100,0,0,0,78,10,30,0,62,0,50,0,47,35,6,0,48,0,0,7,43,0,65,33,0,0,0,0,0,0,0,35,100,47,0,26,0,51,0,7,14,0,0,47,0,0,0,0,19
2016-10-02,53,68,41,4,29,52,28,27,0,11,0,8,7,31,5,42,0,0,38,6,23,100,0,6,52,0,42,25,26,0,54,44,0,57,0,26,0,39,2,19,60,0,28,31,9,42,41,30,0,42,100,27,28,0,23,78,81,100,50,0,0,47,13,66,22,0,0,33,48,41,13,8,0,0,0,53,0,0,42,87,60,0,3,0,55,0,28,24,25,0,51,85,41,33,0,17,0,24,10,0,100,0,0,0,28,0,0,3,4,0,0,97,47,75,0,0,19,0,0,59,0,86,56,0,0,6,30,0,0,0,0,5,0,93,68,0,16,0,83,0,32,41,0,37,54,97,30,16,100,48,14,0,2,93,50,63,61,26,29,0,75,0,0,49,6,48,0,92,0,38,20,8,52,0,57,100,95,100,8,0,0,0,37,0,68,0,3,20,49,43,0,61,0,0,0,89,41,0,15,0,34,0,35,68,0,0,0,47,0,0,0,51,38,49,8,65,0,36,30,0,2,0,0,29,58,0,48,0,65,13,29,0,59,0,74,0,29,43,15,0,53,0,43,7,57,0,73,43,46,0,0,47,45,21,58,49,0,60,0,37,0,64,0,15,26,0,0,50,98,0,0,0,9
2016-10-03,78,79,38,0,39,16,25,19,0,0,11,6,5,29,4,58,100,35,34,5,50,46,0,5,40,9,59,69,12,0,53,36,100,0,0,18,0,41,2,20,66,0,50,0,8,26,0,25,0,65,31,62,30,0,54,43,0,0,27,0,0,0,7,81,30,0,0,46,49,44,9,7,0,0,95,51,0,0,0,77,0,0,6,39,38,52,32,33,26,0,54,75,49,30,0,31,90,22,0,0,62,0,0,0,43,0,0,2,4,0,0,90,32,77,0,0,100,100,0,57,50,80,52,73,0,100,33,0,0,0,0,3,0,0,41,0,5,0,49,0,30,57,43,25,43,0,9,29,0,45,6,0,4,0,0,65,0,43,37,0,59,0,0,46,5,58,0,85,0,0,45,9,48,0,92,66,0,63,7,0,0,0,45,0,50,45,1,9,0,23,50,33,86,0,0,82,75,0,6,0,21,0,32,60,86,60,0,0,0,0,0,48,34,0,6,40,35,100,19,0,3,86,0,13,80,0,0,87,86,8,36,0,58,0,66,0,54,30,19,0,47,15,0,8,63,0,95,52,42,0,0,0,0,0,0,30,0,41,0,68,92,0,0,16,53,100,90,54,0,92,0,0,8
2016-10-04,37,42,28,7,25,7,54,14,0,10,5,4,3,0,4,51,63,32,42,5,0,0,0,3,15,8,37,44,4,0,21,26,38,0,0,11,0,0,1,12,43,66,24,0,7,25,35,16,40,49,0,23,24,0,34,34,0,0,29,0,0,0,18,0,38,0,0,29,0,21,8,5,0,0,89,41,0,0,0,33,35,0,4,0,24,0,30,0,25,0,67,63,47,14,0,15,0,56,17,0,0,0,0,0,49,0,0,0,0,0,0,0,20,89,0,0,28,0,35,35,23,55,38,35,0,40,16,53,71,0,0,0,47,0,91,0,9,0,51,0,28,36,83,48,40,0,13,25,44,0,10,0,4,40,44,85,0,13,19,0,70,50,0,46,5,28,0,0,0,0,29,2,45,0,54,54,0,20,3,0,0,0,32,0,40,0,1,9,0,25,0,74,0,0,0,88,35,0,4,0,20,0,23,53,0,29,0,0,0,0,0,44,33,0,3,43,34,57,0,0,0,0,0,13,28,0,0,0,78,5,30,0,47,0,49,0,38,38,15,0,47,14,37,9,39,0,83,81,40,0,0,0,0,0,0,0,0,52,0,0,0,42,0,7,13,0,0,44,0,0,0,0,12
2016-10-05,28,61,24,5,38,5,21,19,0,0,10,3,4,0,4,37,49,0,46,5,34,45,0,9,31,8,25,22,3,0,15,25,39,51,0,16,0,17,2,6,41,0,25,0,8,50,0,14,0,25,0,36,32,0,42,49,72,0,44,0,0,42,13,59,20,0,0,0,29,11,9,4,0,0,46,21,52,0,0,34,0,0,4,0,49,0,15,0,26,50,39,65,24,22,0,11,0,21,0,0,0,0,0,0,17,86,0,10,4,0,0,0,21,100,0,0,7,0,0,30,24,72,42,35,0,19,16,0,0,0,0,3,0,0,100,0,5,0,70,0,0,0,42,0,43,0,13,22,30,43,11,0,2,0,0,83,0,13,17,0,43,0,0,55,7,85,0,0,0,0,39,4,92,0,61,62,0,32,4,0,0,99,33,0,24,44,2,24,0,26,0,54,0,0,89,78,36,0,6,0,0,0,23,26,0,29,0,0,0,0,0,0,33,43,4,44,34,39,24,0,2,0,0,13,39,0,43,0,80,4,27,0,41,0,58,50,26,69,16,0,45,0,0,6,51,0,58,66,0,0,0,0,40,19,51,44,0,53,0,33,0,57,0,6,7,0,0,43,0,0,0,0,8
